sku,price,category,name,currency,country,store
MNXG3,{'fullPrice': 1159.36},ipad,11-inch iPad Pro Wi-Fi 256GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXN3,{'fullPrice': 2368.04},ipad,11-inch iPad Pro Wi-Fi 2TB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXE3,{'fullPrice': 1033.66},ipad,11-inch iPad Pro Wi-Fi 128GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXJ3,{'fullPrice': 1401.1},ipad,11-inch iPad Pro Wi-Fi 512GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXD3,{'fullPrice': 1033.66},ipad,11-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXH3,{'fullPrice': 1401.1},ipad,11-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXM3,{'fullPrice': 2368.04},ipad,11-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXF3,{'fullPrice': 1159.36},ipad,11-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXK3,{'fullPrice': 1884.57},ipad,11-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP243,{'fullPrice': 2459.9},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP1X3,{'fullPrice': 1613.83},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP263,{'fullPrice': 2943.37},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP203,{'fullPrice': 1739.53},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP223,{'fullPrice': 1981.27},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MP1Y3,{'fullPrice': 1613.83},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MP213,{'fullPrice': 1739.53},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MP253,{'fullPrice': 2459.9},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MP273,{'fullPrice': 2943.37},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MP233,{'fullPrice': 1981.27},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXW3,{'fullPrice': 2271.34},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXR3,{'fullPrice': 1546.14},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXY3,{'fullPrice': 2754.82},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXP3,{'fullPrice': 1420.44},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNXU3,{'fullPrice': 1787.88},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,lu,AOS: Apple Store Luxembourg
MNY03,{'fullPrice': 2754.82},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXT3,{'fullPrice': 1546.14},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXX3,{'fullPrice': 2271.34},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXQ3,{'fullPrice': 1420.44},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNXV3,{'fullPrice': 1787.88},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Silver,EUR,lu,AOS: Apple Store Luxembourg
MNYH3,{'fullPrice': 1649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,fr,AOS: French consumer
MNYD3,{'fullPrice': 1269.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,fr,AOS: French consumer
MNYM3,{'fullPrice': 2649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,fr,AOS: French consumer
MNYF3,{'fullPrice': 1399.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,fr,AOS: French consumer
MNYK3,{'fullPrice': 2149.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,fr,AOS: French consumer
MNYE3,{'fullPrice': 1399.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,fr,AOS: French consumer
MNYC3,{'fullPrice': 1269.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,fr,AOS: French consumer
MNYL3,{'fullPrice': 2649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,fr,AOS: French consumer
MNYJ3,{'fullPrice': 2149.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,fr,AOS: French consumer
MNYG3,{'fullPrice': 1649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,fr,AOS: French consumer
MNXL3,{'fullPrice': 1949.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Silver,EUR,fr,AOS: French consumer
MNXG3,{'fullPrice': 1199.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Silver,EUR,fr,AOS: French consumer
MNXN3,{'fullPrice': 2449.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Silver,EUR,fr,AOS: French consumer
MNXE3,{'fullPrice': 1069.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Silver,EUR,fr,AOS: French consumer
MNXJ3,{'fullPrice': 1449.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Silver,EUR,fr,AOS: French consumer
MNXD3,{'fullPrice': 1069.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,fr,AOS: French consumer
MNXH3,{'fullPrice': 1449.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,fr,AOS: French consumer
MNXM3,{'fullPrice': 2449.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,fr,AOS: French consumer
MNXF3,{'fullPrice': 1199.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,fr,AOS: French consumer
MNXK3,{'fullPrice': 1949.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,fr,AOS: French consumer
MP243,{'fullPrice': 2544.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,fr,AOS: French consumer
MP1X3,{'fullPrice': 1669.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,fr,AOS: French consumer
MP263,{'fullPrice': 3044.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,fr,AOS: French consumer
MP203,{'fullPrice': 1799.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,fr,AOS: French consumer
MP223,{'fullPrice': 2049.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,fr,AOS: French consumer
MP1Y3,{'fullPrice': 1669.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,fr,AOS: French consumer
MP213,{'fullPrice': 1799.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,fr,AOS: French consumer
MP253,{'fullPrice': 2544.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,fr,AOS: French consumer
MP273,{'fullPrice': 3044.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,fr,AOS: French consumer
MP233,{'fullPrice': 2049.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,fr,AOS: French consumer
MNXW3,{'fullPrice': 2349.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,fr,AOS: French consumer
MNXR3,{'fullPrice': 1599.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,fr,AOS: French consumer
MNXY3,{'fullPrice': 2849.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,fr,AOS: French consumer
MNXP3,{'fullPrice': 1469.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,fr,AOS: French consumer
MNXU3,{'fullPrice': 1849.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,fr,AOS: French consumer
MNY03,{'fullPrice': 2849.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Silver,EUR,fr,AOS: French consumer
MNXT3,{'fullPrice': 1599.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Silver,EUR,fr,AOS: French consumer
MNXX3,{'fullPrice': 2349.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Silver,EUR,fr,AOS: French consumer
MNXQ3,{'fullPrice': 1469.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Silver,EUR,fr,AOS: French consumer
MNXV3,{'fullPrice': 1849.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Silver,EUR,fr,AOS: French consumer
MNYH3,{'fullPrice': 1659.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYD3,{'fullPrice': 1279.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYM3,{'fullPrice': 2659.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYF3,{'fullPrice': 1409.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYK3,{'fullPrice': 2159.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYE3,{'fullPrice': 1409.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNYC3,{'fullPrice': 1279.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNYL3,{'fullPrice': 2659.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNYJ3,{'fullPrice': 2159.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNYG3,{'fullPrice': 1659.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXL3,{'fullPrice': 1959.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXG3,{'fullPrice': 1209.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXN3,{'fullPrice': 2459.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXE3,{'fullPrice': 1079.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXJ3,{'fullPrice': 1459.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXD3,{'fullPrice': 1079.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXH3,{'fullPrice': 1459.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXM3,{'fullPrice': 2459.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXF3,{'fullPrice': 1209.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXK3,{'fullPrice': 1959.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP243,{'fullPrice': 2554.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP1X3,{'fullPrice': 1679.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP263,{'fullPrice': 3054.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP203,{'fullPrice': 1809.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP223,{'fullPrice': 2059.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MP1Y3,{'fullPrice': 1679.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,pt,AOS: Portugal Consumer External
MP213,{'fullPrice': 1809.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,pt,AOS: Portugal Consumer External
MP253,{'fullPrice': 2554.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,pt,AOS: Portugal Consumer External
MP273,{'fullPrice': 3054.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,pt,AOS: Portugal Consumer External
MP233,{'fullPrice': 2059.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXW3,{'fullPrice': 2359.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXR3,{'fullPrice': 1609.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXY3,{'fullPrice': 2859.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXP3,{'fullPrice': 1479.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNXU3,{'fullPrice': 1859.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,pt,AOS: Portugal Consumer External
MNY03,{'fullPrice': 2859.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXT3,{'fullPrice': 1609.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXX3,{'fullPrice': 2359.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXQ3,{'fullPrice': 1479.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNXV3,{'fullPrice': 1859.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Silver,EUR,pt,AOS: Portugal Consumer External
MNYH3,{'fullPrice': 1649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,nl,AOS: Dutch Consumer
MNYD3,{'fullPrice': 1269.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,nl,AOS: Dutch Consumer
MNYM3,{'fullPrice': 2649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,nl,AOS: Dutch Consumer
MNYF3,{'fullPrice': 1399.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,nl,AOS: Dutch Consumer
MNYK3,{'fullPrice': 2149.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,nl,AOS: Dutch Consumer
MNYE3,{'fullPrice': 1399.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNYC3,{'fullPrice': 1269.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNYL3,{'fullPrice': 2649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNYJ3,{'fullPrice': 2149.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNYG3,{'fullPrice': 1649.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXL3,{'fullPrice': 1949.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Silver,EUR,nl,AOS: Dutch Consumer
MNXG3,{'fullPrice': 1199.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXN3,{'fullPrice': 2449.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Silver,EUR,nl,AOS: Dutch Consumer
MNXE3,{'fullPrice': 1069.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXJ3,{'fullPrice': 1449.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXD3,{'fullPrice': 1069.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXH3,{'fullPrice': 1449.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXM3,{'fullPrice': 2449.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXF3,{'fullPrice': 1199.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXK3,{'fullPrice': 1949.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP243,{'fullPrice': 2544.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP1X3,{'fullPrice': 1669.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP263,{'fullPrice': 3044.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP203,{'fullPrice': 1799.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP223,{'fullPrice': 2049.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MP1Y3,{'fullPrice': 1669.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,EUR,nl,AOS: Dutch Consumer
MP213,{'fullPrice': 1799.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,EUR,nl,AOS: Dutch Consumer
MP253,{'fullPrice': 2544.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,EUR,nl,AOS: Dutch Consumer
MP273,{'fullPrice': 3044.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,EUR,nl,AOS: Dutch Consumer
MP233,{'fullPrice': 2049.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXW3,{'fullPrice': 2349.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXR3,{'fullPrice': 1599.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXY3,{'fullPrice': 2849.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXP3,{'fullPrice': 1469.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNXU3,{'fullPrice': 1849.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Space Gray,EUR,nl,AOS: Dutch Consumer
MNY03,{'fullPrice': 2849.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Silver,EUR,nl,AOS: Dutch Consumer
MNXT3,{'fullPrice': 1599.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXX3,{'fullPrice': 2349.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Silver,EUR,nl,AOS: Dutch Consumer
MNXQ3,{'fullPrice': 1469.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Silver,EUR,nl,AOS: Dutch Consumer
MNXV3,{'fullPrice': 1849.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Silver,EUR,nl,AOS: Dutch Consumer
MNYH3,{'fullPrice': 196800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,JPY,jp,AOS: Japan Consumer
MNYD3,{'fullPrice': 148800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,JPY,jp,AOS: Japan Consumer
MNYM3,{'fullPrice': 324800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,JPY,jp,AOS: Japan Consumer
MNYF3,{'fullPrice': 164800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,JPY,jp,AOS: Japan Consumer
MNYK3,{'fullPrice': 260800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,JPY,jp,AOS: Japan Consumer
MNYE3,{'fullPrice': 164800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNYC3,{'fullPrice': 148800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNYL3,{'fullPrice': 324800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,JPY,jp,AOS: Japan Consumer
MNYJ3,{'fullPrice': 260800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,JPY,jp,AOS: Japan Consumer
MNYG3,{'fullPrice': 196800.0},ipad,11-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXL3,{'fullPrice': 236800.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Silver,JPY,jp,AOS: Japan Consumer
MNXG3,{'fullPrice': 140800.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Silver,JPY,jp,AOS: Japan Consumer
MNXN3,{'fullPrice': 300800.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Silver,JPY,jp,AOS: Japan Consumer
MNXE3,{'fullPrice': 124800.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Silver,JPY,jp,AOS: Japan Consumer
MNXJ3,{'fullPrice': 172800.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Silver,JPY,jp,AOS: Japan Consumer
MNXD3,{'fullPrice': 124800.0},ipad,11-inch iPad Pro Wi-Fi 128GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXH3,{'fullPrice': 172800.0},ipad,11-inch iPad Pro Wi-Fi 512GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXM3,{'fullPrice': 300800.0},ipad,11-inch iPad Pro Wi-Fi 2TB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXF3,{'fullPrice': 140800.0},ipad,11-inch iPad Pro Wi-Fi 256GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXK3,{'fullPrice': 236800.0},ipad,11-inch iPad Pro Wi-Fi 1TB - Space Gray,JPY,jp,AOS: Japan Consumer
MP243,{'fullPrice': 308800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Space Gray,JPY,jp,AOS: Japan Consumer
MP1X3,{'fullPrice': 196800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Space Gray,JPY,jp,AOS: Japan Consumer
MP263,{'fullPrice': 372800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Space Gray,JPY,jp,AOS: Japan Consumer
MP203,{'fullPrice': 212800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Space Gray,JPY,jp,AOS: Japan Consumer
MP223,{'fullPrice': 244800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Space Gray,JPY,jp,AOS: Japan Consumer
MP1Y3,{'fullPrice': 196800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 128GB - Silver,JPY,jp,AOS: Japan Consumer
MP213,{'fullPrice': 212800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 256GB - Silver,JPY,jp,AOS: Japan Consumer
MP253,{'fullPrice': 308800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 1TB - Silver,JPY,jp,AOS: Japan Consumer
MP273,{'fullPrice': 372800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 2TB - Silver,JPY,jp,AOS: Japan Consumer
MP233,{'fullPrice': 244800.0},ipad,12.9-inch iPad Pro Wi-Fi + Cellular 512GB - Silver,JPY,jp,AOS: Japan Consumer
MNXW3,{'fullPrice': 284800.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXR3,{'fullPrice': 188800.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXY3,{'fullPrice': 348800.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXP3,{'fullPrice': 172800.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNXU3,{'fullPrice': 220800.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Space Gray,JPY,jp,AOS: Japan Consumer
MNY03,{'fullPrice': 348800.0},ipad,12.9-inch iPad Pro Wi-Fi 2TB - Silver,JPY,jp,AOS: Japan Consumer
MNXT3,{'fullPrice': 188800.0},ipad,12.9-inch iPad Pro Wi-Fi 256GB - Silver,JPY,jp,AOS: Japan Consumer
MNXX3,{'fullPrice': 284800.0},ipad,12.9-inch iPad Pro Wi-Fi 1TB - Silver,JPY,jp,AOS: Japan Consumer
MNXQ3,{'fullPrice': 172800.0},ipad,12.9-inch iPad Pro Wi-Fi 128GB - Silver,JPY,jp,AOS: Japan Consumer
MNXV3,{'fullPrice': 220800.0},ipad,12.9-inch iPad Pro Wi-Fi 512GB - Silver,JPY,jp,AOS: Japan Consumer
